WKT,filename,path,lat,lon,gps_accuracy_m,datetime,original_csv_file
"POINT (34.80231111111111 31.261991666666667)",IMG_2838.HEIC,data/raw_photos/UnderBuilding26/IMG_2838.HEIC,31.261991666666667,34.80231111111111,16.482657036966643,2025:12:27 10:55:56,data/metadata_raw/UnderBuilding26.csv
"POINT (34.802141 31.2620156)",IMG_7187.HEIC,data/raw_photos/UnderBuilding26/IMG_7187.HEIC,31.2620156,34.802141,15.773741567202906,2025:12:27 10:57:33,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8014838 31.2617166)",IMG_8091.HEIC,data/raw_photos/LibraryArea/IMG_8091.HEIC,31.2617166,34.8014838,29.383014154870946,2025:12:27 11:03:38,data/metadata_raw/LibraryArea.csv
"POINT (34.8035773 31.2618006)",IMG_7851.HEIC,data/raw_photos/Bulding32Area/IMG_7851.HEIC,31.2618006,34.8035773,16.380130389687363,2025:12:27 10:40:16,data/metadata_raw/Bulding32Area.csv
"POINT (34.804325 31.261980555555557)",IMG_2368.HEIC,data/raw_photos/Building35First/IMG_2368.HEIC,31.261980555555557,34.804325,19.94976122254059,2025:12:24 13:48:01,data/metadata_raw/Building35First.csv
"POINT (34.8038195 31.2621205)",IMG_6912.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_6912.HEIC,31.2621205,34.8038195,102.66666666666669,2025:12:26 17:40:59,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.8022239 31.2620316)",IMG_7177.HEIC,data/raw_photos/UnderBuilding26/IMG_7177.HEIC,31.2620316,34.8022239,22.590111669646777,2025:12:27 10:56:32,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8021578 31.2620881)",IMG_7168.HEIC,data/raw_photos/UnderBuilding26/IMG_7168.HEIC,31.2620881,34.8021578,35.0,2025:12:27 10:55:56,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8031049 31.2621497)",IMG_7059.HEIC,data/raw_photos/Building28Area/IMG_7059.HEIC,31.2621497,34.8031049,40.129450279634426,2025:12:27 10:44:40,data/metadata_raw/Building28Area.csv
"POINT (34.80229444444444 31.262102777777777)",IMG_7164.HEIC,data/raw_photos/UnderBuilding26/IMG_7164.HEIC,31.262102777777777,34.80229444444444,35.0,2025:12:27 10:55:37,data/metadata_raw/UnderBuilding26.csv
"POINT (34.803488888888886 31.261825)",IMG_7744.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_7744.HEIC,31.261825,34.803488888888886,16.363491141446413,2025:12:26 17:40:39,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.802277777777775 31.26205)",IMG_7172.HEIC,data/raw_photos/UnderBuilding26/IMG_7172.HEIC,31.26205,34.802277777777775,35.0,2025:12:27 10:56:06,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8022039 31.2620836)",IMG_7162.HEIC,data/raw_photos/UnderBuilding26/IMG_7162.HEIC,31.2620836,34.8022039,35.0,2025:12:27 10:55:32,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8020448 31.2619315)",IMG_8020.HEIC,data/raw_photos/UnderBuilding26/IMG_8020.HEIC,31.2619315,34.8020448,15.71307120085016,2025:12:27 10:56:37,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8024643 31.2620168)",IMG_2848.HEIC,data/raw_photos/UnderBuilding26/IMG_2848.HEIC,31.2620168,34.8024643,33.64950473495156,2025:12:27 10:56:34,data/metadata_raw/UnderBuilding26.csv
"POINT (34.802277777777775 31.26205)",IMG_7171.HEIC,data/raw_photos/UnderBuilding26/IMG_7171.HEIC,31.26205,34.802277777777775,35.0,2025:12:27 10:56:04,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80349722222222 31.261841666666665)",IMG_7741.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_7741.HEIC,31.261841666666665,34.80349722222222,15.505414220482711,2025:12:26 17:40:02,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.8031667 31.2621642)",IMG_7058.HEIC,data/raw_photos/Bulding32Area/IMG_7058.HEIC,31.2621642,34.8031667,41.633259423503326,2025:12:27 10:44:38,data/metadata_raw/Bulding32Area.csv
"POINT (34.8021266 31.262083)",IMG_7151.HEIC,data/raw_photos/UnderBuilding26/IMG_7151.HEIC,31.262083,34.8021266,35.0,2025:12:27 10:54:59,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8030433 31.2621826)",IMG_6952.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_6952.HEIC,31.2621826,34.8030433,16.327817379497624,2025:12:26 17:46:41,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.804174999999994 31.26201111111111)",IMG_7588.HEIC,data/raw_photos/Building35Lower/IMG_7588.HEIC,31.26201111111111,34.804174999999994,20.76354938069336,2025:12:26 10:09:25,data/metadata_raw/Building35Lower.csv
"POINT (34.8020935 31.2620858)",IMG_7166.HEIC,data/raw_photos/UnderBuilding26/IMG_7166.HEIC,31.2620858,34.8020935,35.0,2025:12:27 10:55:51,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80205833333333 31.262238888888888)",IMG_2893.HEIC,data/raw_photos/LibraryArea/IMG_2893.HEIC,31.262238888888888,34.80205833333333,15.30140408303902,2025:12:27 11:01:54,data/metadata_raw/LibraryArea.csv
"POINT (34.80365 31.261816666666668)",IMG_7846.HEIC,data/raw_photos/Bulding32Area/IMG_7846.HEIC,31.261816666666668,34.80365,17.800930066177784,2025:12:27 10:39:20,data/metadata_raw/Bulding32Area.csv
"POINT (34.8013246 31.2620541)",IMG_2989.HEIC,data/raw_photos/LibraryArea/IMG_2989.HEIC,31.2620541,34.8013246,22.296406296406296,2025:12:27 11:10:12,data/metadata_raw/LibraryArea.csv
"POINT (34.80285277777777 31.261861111111113)",IMG_2768.HEIC,data/raw_photos/Building28Area/IMG_2768.HEIC,31.261861111111113,34.80285277777777,17.14316813932642,2025:12:27 10:47:54,data/metadata_raw/Building28Area.csv
"POINT (34.80291666666666 31.261861111111113)",IMG_2764.HEIC,data/raw_photos/Building28Area/IMG_2764.HEIC,31.261861111111113,34.80291666666666,16.99406205569959,2025:12:27 10:47:24,data/metadata_raw/Building28Area.csv
"POINT (34.80296388888888 31.261816666666668)",IMG_7917.HEIC,data/raw_photos/Building28Area/IMG_7917.HEIC,31.261816666666668,34.80296388888888,18.37170810651758,2025:12:27 10:46:32,data/metadata_raw/Building28Area.csv
"POINT (34.8020507 31.2619035)",IMG_8019.HEIC,data/raw_photos/UnderBuilding26/IMG_8019.HEIC,31.2619035,34.8020507,16.89759297879736,2025:12:27 10:56:35,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8020921 31.2620202)",IMG_7189.HEIC,data/raw_photos/UnderBuilding26/IMG_7189.HEIC,31.2620202,34.8020921,31.30464270731366,2025:12:27 10:57:40,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80344722222222 31.26193333333333)",IMG_2709.HEIC,data/raw_photos/Bulding32Area/IMG_2709.HEIC,31.26193333333333,34.80344722222222,17.21981627296588,2025:12:27 10:40:44,data/metadata_raw/Bulding32Area.csv
"POINT (34.8035 31.261855555555556)",IMG_7746.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_7746.HEIC,31.261855555555556,34.8035,24.145715845006368,2025:12:26 17:40:44,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.802391666666665 31.261975)",IMG_2841.HEIC,data/raw_photos/UnderBuilding26/IMG_2841.HEIC,31.261975,34.802391666666665,38.557976169304645,2025:12:27 10:56:12,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8023644 31.2620458)",IMG_7185.HEIC,data/raw_photos/UnderBuilding26/IMG_7185.HEIC,31.2620458,34.8023644,19.34691129439488,2025:12:27 10:57:15,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80285555555555 31.261861111111113)",IMG_2771.HEIC,data/raw_photos/Building28Area/IMG_2771.HEIC,31.261861111111113,34.80285555555555,16.081312881411844,2025:12:27 10:48:01,data/metadata_raw/Building28Area.csv
"POINT (34.80223888888889 31.262030555555555)",IMG_2822.HEIC,data/raw_photos/UnderBuilding26/IMG_2822.HEIC,31.262030555555555,34.80223888888889,39.15982503364737,2025:12:27 10:54:07,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8029775 31.2619977)",IMG_2757.HEIC,data/raw_photos/Building28Area/IMG_2757.HEIC,31.2619977,34.8029775,21.927705689433907,2025:12:27 10:46:27,data/metadata_raw/Building28Area.csv
"POINT (34.8028552 31.2619022)",IMG_2767.HEIC,data/raw_photos/Building28Area/IMG_2767.HEIC,31.2619022,34.8028552,18.29678631051753,2025:12:27 10:47:52,data/metadata_raw/Building28Area.csv


