WKT,filename,path,lat,lon,gps_accuracy_m,datetime,original_csv_file
"POINT (34.8022311 31.2619922)",IMG_2811.HEIC,data/raw_photos/UnderBuilding26/IMG_2811.HEIC,31.2619922,34.8022311,15.44868008122577,2025:12:27 10:53:14,data/metadata_raw/UnderBuilding26.csv
"POINT (34.804325 31.261980555555557)",IMG_2367.HEIC,data/raw_photos/Building35First/IMG_2367.HEIC,31.261980555555557,34.804325,35.14589104339797,2025:12:24 13:47:46,data/metadata_raw/Building35First.csv
"POINT (34.803324999999994 31.262075)",IMG_2727.HEIC,data/raw_photos/Bulding32Area/IMG_2727.HEIC,31.262075,34.803324999999994,33.70424652386321,2025:12:27 10:43:13,data/metadata_raw/Bulding32Area.csv
"POINT (34.80416388888889 31.261991666666667)",IMG_7587.HEIC,data/raw_photos/Building35Lower/IMG_7587.HEIC,31.261991666666667,34.80416388888889,23.398821282760437,2025:12:26 10:09:20,data/metadata_raw/Building35Lower.csv
"POINT (34.8038246 31.2618099)",IMG_7849.HEIC,data/raw_photos/Bulding32Area/IMG_7849.HEIC,31.2618099,34.8038246,17.989504013171434,2025:12:27 10:39:29,data/metadata_raw/Bulding32Area.csv
"POINT (34.803355555555555 31.262061111111112)",IMG_2738.HEIC,data/raw_photos/Bulding32Area/IMG_2738.HEIC,31.262061111111112,34.803355555555555,20.874674725090237,2025:12:27 10:44:07,data/metadata_raw/Bulding32Area.csv
"POINT (34.8022976 31.2620758)",IMG_7178.HEIC,data/raw_photos/UnderBuilding26/IMG_7178.HEIC,31.2620758,34.8022976,25.51589637915808,2025:12:27 10:56:34,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8022778 31.2621083)",IMG_7158.HEIC,data/raw_photos/UnderBuilding26/IMG_7158.HEIC,31.2621083,34.8022778,35.0,2025:12:27 10:55:20,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80291666666666 31.261869444444443)",IMG_2761.HEIC,data/raw_photos/Building28Area/IMG_2761.HEIC,31.261869444444443,34.80291666666666,16.22161971000825,2025:12:27 10:47:13,data/metadata_raw/Building28Area.csv
"POINT (34.802280555555555 31.262102777777777)",IMG_7137.HEIC,data/raw_photos/UnderBuilding26/IMG_7137.HEIC,31.262102777777777,34.802280555555555,35.0,2025:12:27 10:53:10,data/metadata_raw/UnderBuilding26.csv
"POINT (34.802249999999994 31.26211111111111)",IMG_7154.HEIC,data/raw_photos/UnderBuilding26/IMG_7154.HEIC,31.26211111111111,34.802249999999994,35.0,2025:12:27 10:55:05,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8032359 31.262165)",IMG_7051.HEIC,data/raw_photos/Bulding32Area/IMG_7051.HEIC,31.262165,34.8032359,35.0,2025:12:27 10:44:14,data/metadata_raw/Bulding32Area.csv
"POINT (34.8022389 31.2619694)",IMG_2862.HEIC,data/raw_photos/UnderBuilding26/IMG_2862.HEIC,31.2619694,34.8022389,26.011052726943287,2025:12:27 10:57:37,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8022481 31.2618967)",IMG_2860.HEIC,data/raw_photos/UnderBuilding26/IMG_2860.HEIC,31.2618967,34.8022481,15.351176470588236,2025:12:27 10:57:28,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80305555555555 31.261775)",IMG_7895.HEIC,data/raw_photos/Bulding32Area/IMG_7895.HEIC,31.261775,34.80305555555555,23.877333486978568,2025:12:27 10:45:14,data/metadata_raw/Bulding32Area.csv
"POINT (34.8021807 31.261857)",IMG_8013.HEIC,data/raw_photos/UnderBuilding26/IMG_8013.HEIC,31.261857,34.8021807,17.880689029918404,2025:12:27 10:56:04,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8022199 31.2618419)",IMG_8011.HEIC,data/raw_photos/UnderBuilding26/IMG_8011.HEIC,31.2618419,34.8022199,20.871348539415767,2025:12:27 10:56:01,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8021278 31.2618777)",IMG_8016.HEIC,data/raw_photos/UnderBuilding26/IMG_8016.HEIC,31.2618777,34.8021278,18.017228079197736,2025:12:27 10:56:14,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80225 31.2621111)",IMG_7153.HEIC,data/raw_photos/UnderBuilding26/IMG_7153.HEIC,31.2621111,34.80225,35.0,2025:12:27 10:55:03,data/metadata_raw/UnderBuilding26.csv
"POINT (34.802924999999995 31.26182222222222)",IMG_2766.HEIC,data/raw_photos/Building28Area/IMG_2766.HEIC,31.26182222222222,34.802924999999995,17.63985051140834,2025:12:27 10:47:36,data/metadata_raw/Building28Area.csv
"POINT (34.8021084 31.2618613)",IMG_8018.HEIC,data/raw_photos/UnderBuilding26/IMG_8018.HEIC,31.2618613,34.8021084,17.537010946136338,2025:12:27 10:56:34,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8034358 31.2619225)",IMG_2708.HEIC,data/raw_photos/Bulding32Area/IMG_2708.HEIC,31.2619225,34.8034358,18.081896962194076,2025:12:27 10:40:41,data/metadata_raw/Bulding32Area.csv
"POINT (34.803486111111106 31.261830555555555)",IMG_7742.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_7742.HEIC,31.261830555555555,34.803486111111106,16.421623512946116,2025:12:26 17:40:34,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.8043237 31.2619278)",IMG_2369.HEIC,data/raw_photos/Building35First/IMG_2369.HEIC,31.2619278,34.8043237,19.94976122254059,2025:12:24 13:48:03,data/metadata_raw/Building35First.csv
"POINT (34.8023256 31.262111)",IMG_7161.HEIC,data/raw_photos/UnderBuilding26/IMG_7161.HEIC,31.262111,34.8023256,35.0,2025:12:27 10:55:27,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8028049 31.2618481)",IMG_2759.HEIC,data/raw_photos/Building28Area/IMG_2759.HEIC,31.2618481,34.8028049,18.96440147853284,2025:12:27 10:46:39,data/metadata_raw/Building28Area.csv
"POINT (34.8039849 31.2618996)",IMG_2501.HEIC,data/raw_photos/Building35Randoms/IMG_2501.HEIC,31.2618996,34.8039849,20.04330782154191,2025:12:26 10:17:19,data/metadata_raw/Building35Randoms.csv
"POINT (34.803130555555555 31.262155555555555)",IMG_6947.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_6947.HEIC,31.262155555555555,34.803130555555555,19.81617100371747,2025:12:26 17:46:04,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.8022735 31.2620764)",IMG_7175.HEIC,data/raw_photos/UnderBuilding26/IMG_7175.HEIC,31.2620764,34.8022735,35.0,2025:12:27 10:56:11,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8022356 31.2620331)",IMG_7188.HEIC,data/raw_photos/UnderBuilding26/IMG_7188.HEIC,31.2620331,34.8022356,21.2970064566621,2025:12:27 10:57:36,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80231944444444 31.262119444444444)",IMG_7142.HEIC,data/raw_photos/UnderBuilding26/IMG_7142.HEIC,31.262119444444444,34.80231944444444,35.0,2025:12:27 10:53:27,data/metadata_raw/UnderBuilding26.csv
"POINT (34.8033972 31.2620464)",IMG_2733.HEIC,data/raw_photos/Bulding32Area/IMG_2733.HEIC,31.2620464,34.8033972,36.455046996322025,2025:12:27 10:43:43,data/metadata_raw/Bulding32Area.csv
"POINT (34.8037673 31.2618158)",IMG_7848.HEIC,data/raw_photos/Bulding32Area/IMG_7848.HEIC,31.2618158,34.8037673,17.772846984461417,2025:12:27 10:39:26,data/metadata_raw/Bulding32Area.csv
"POINT (34.80305833333333 31.261775)",IMG_7896.HEIC,data/raw_photos/Bulding32Area/IMG_7896.HEIC,31.261775,34.80305833333333,18.285530800770637,2025:12:27 10:45:17,data/metadata_raw/Bulding32Area.csv
"POINT (34.8022982 31.2620878)",IMG_7176.HEIC,data/raw_photos/UnderBuilding26/IMG_7176.HEIC,31.2620878,34.8022982,19.187035809018568,2025:12:27 10:56:29,data/metadata_raw/UnderBuilding26.csv
"POINT (34.803486111111106 31.261855555555556)",IMG_7745.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_7745.HEIC,31.261855555555556,34.803486111111106,34.10691198408752,2025:12:26 17:40:42,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.8027334 31.2621786)",IMG_7065.HEIC,data/raw_photos/Building28Area/IMG_7065.HEIC,31.2621786,34.8027334,35.45357508407662,2025:12:27 10:45:03,data/metadata_raw/Building28Area.csv
"POINT (34.8030212 31.2618176)",IMG_7916.HEIC,data/raw_photos/Building28Area/IMG_7916.HEIC,31.2618176,34.8030212,18.37170810651758,2025:12:27 10:46:30,data/metadata_raw/Building28Area.csv
"POINT (34.8028703 31.2618496)",IMG_2770.HEIC,data/raw_photos/Building28Area/IMG_2770.HEIC,31.2618496,34.8028703,16.774400173705352,2025:12:27 10:48:00,data/metadata_raw/Building28Area.csv
"POINT (34.802306 31.2621545)",IMG_7167.HEIC,data/raw_photos/UnderBuilding26/IMG_7167.HEIC,31.2621545,34.802306,35.0,2025:12:27 10:55:54,data/metadata_raw/UnderBuilding26.csv
"POINT (34.80421944444444 31.26203888888889)",IMG_7592.HEIC,data/raw_photos/Building35Lower/IMG_7592.HEIC,31.26203888888889,34.80421944444444,17.707668652700367,2025:12:26 10:09:40,data/metadata_raw/Building35Lower.csv
"POINT (34.8039456 31.2618084)",IMG_2585.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_2585.HEIC,31.2618084,34.8039456,18.85142803101948,2025:12:26 17:38:50,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.80419444444444 31.262008333333338)",IMG_7590.HEIC,data/raw_photos/Building35Lower/IMG_7590.HEIC,31.262008333333338,34.80419444444444,17.989870689655174,2025:12:26 10:09:32,data/metadata_raw/Building35Lower.csv
"POINT (34.8031965 31.2621672)",IMG_6935.HEIC,data/raw_photos/nightWithout26AndLibrary/IMG_6935.HEIC,31.2621672,34.8031965,33.87111468381565,2025:12:26 17:43:43,data/metadata_raw/nightWithout26AndLibrary.csv
"POINT (34.8023139 31.2621111)",IMG_7163.HEIC,data/raw_photos/UnderBuilding26/IMG_7163.HEIC,31.2621111,34.8023139,35.0,2025:12:27 10:55:35,data/metadata_raw/UnderBuilding26.csv


